user_id,article_1,article_2,article_3,article_4,article_5
212435,272143,235715,199198,64329,198659
212436,283123,215839,215770,216304,31594
212437,199198,64329,198659,331738,324823
212438,338466,316341,312805,312367,272143
212439,209294,338336,202383,336575,202675
212440,272143,175040,199198,166581,218337
212441,64329,272143,162655,160417,166581
212442,272143,198659,182394,64329,224658
212443,199198,336220,162655,183176,336221
212444,272143,235715,199198,64329,198659
212445,209294,202675,207731,207469,202557
212446,160974,274204,225463,162655,209294
212447,198659,64329,166581,162655,175040
212448,272143,175040,199198,166581,218337
212449,272143,336221,64329,235870,198659
212450,272143,199198,270607,64329,245161
212451,64329,198659,166581,156560,175040
212452,64329,272143,199198,324823,166581
212453,160974,160417,272143,158536,298035
212454,234698,336221,199198,175040,166581
212455,336221,64329,199198,48403,277491
212456,336221,272143,59057,123290,123818
212457,228109,233562,230334,69616,123757
212458,272143,123818,123289,166581,124352
212459,199198,198659,224658,2075,225463
212460,123290,124352,123757,156624,160417
212461,231017,231151,900,903,1037
212462,203241,202383,202455,162655,207982
212463,64329,162655,156560,198659,199198
212464,124350,272143,158536,160417,20691
212465,15260,236183,15265,338466,209236
212466,336221,336223,156964,159762,32082
212467,336221,64329,119193,199198,48403
212468,199198,64329,293114,123757,124177
212469,272143,235870,95716,284985,300082
212470,96210,272143,288320,158536,270607
212471,160417,162655,218337,160974,64329
212472,272143,199198,166581,158536,160417
212473,272143,235715,199198,64329,198659
212474,199198,64329,198659,156560,158536
212475,160417,160974,272143,156560,64329
212476,10082,8793,8901,9027,270302
212477,272143,336221,169166,169144,199198
212478,336221,235870,272143,29953,300082
212479,123289,124748,124177,124194,124176
212480,160417,272143,156560,162655,166581
212481,20691,336245,336220,199198,64329
212482,160417,162655,218337,160974,64329
212483,289090,96210,336221,111043,336245
212484,41029,71830,307167,313883,289126
212485,156560,257291,289126,285719,83534
212486,156964,336221,235870,124748,242596
212487,156560,357838,162655,64329,198659
212488,363047,361242,44769,42354,360809
212489,214800,284629,284622,308242,284018
212490,20691,234698,64329,95716,199198
212491,76455,288620,8131,324062,233443
212492,64329,272143,199198,324823,166581
212493,272143,175040,199198,166581,218337
212494,123290,272143,123289,124748,123909
212495,158536,162655,156560,272143,218337
212496,10082,8793,8901,336245,111043
212497,129434,199198,64329,198659,270607
212498,199198,64329,166581,156560,324823
212499,199198,64329,198659,162655,175040
212500,341794,343282,343150,341180,341064
212501,272143,199198,199197,128260,324823
212502,64329,272143,199198,324823,166581
212503,199198,64329,198659,162655,175040
212504,158536,162655,160974,64329,218337
212505,64329,272143,199198,324823,166581
212506,25058,157770,64329,159034,160417
212507,64329,166581,182394,175040,162655
212508,199198,198659,182394,272143,175040
212509,272143,199198,175040,161602,158536
212510,289126,285719,233717,96755,124749
212511,64329,272143,199198,324823,166581
212512,198659,64329,336221,336223,162655
212513,207469,64329,137477,62427,142313
212514,272143,162655,64329,348112,198659
212515,199198,297906,124749,64329,129434
212516,272143,198659,182394,64329,224658
212517,162655,158536,160417,272143,175040
212518,20691,270607,64329,336245,272143
212519,64329,272143,199198,324823,166581
212520,272143,336476,64329,199198,224658
212521,156560,336221,272143,111043,336220
212522,272143,175040,199198,166581,218337
212523,160417,162655,218337,160974,64329
212524,57748,64329,337143,58619,272143
212525,272143,64329,162655,199198,160417
212526,162655,156624,59790,158536,160417
212527,336245,158536,123289,124350,272143
212528,272143,175040,199198,166581,218337
212529,162655,160417,199198,166581,111043
212530,272143,175040,199198,166581,218337
212531,160417,348109,156619,272143,341794
212532,272143,235715,199198,64329,198659
212533,272143,235715,199198,64329,198659
212534,272143,199198,123818,123290,158536
212535,158536,162655,160974,64329,218337
212536,336245,199198,288440,175040,156560
212537,64329,123757,198659,123818,124350
212538,160417,199198,272143,123818,156560
212539,272143,158536,160417,336220,175040
212540,272143,199198,64329,158536,160974
212541,206934,235230,286161,235440,206571
212542,207469,64329,137477,62427,142313
212543,123818,124228,218028,199198,64329
212544,270607,245161,62464,199198,272143
212545,336221,162655,64329,160417,199198
212546,64329,166581,59057,224658,31520
212547,64329,199197,166581,162655,324823
212548,199198,111043,234006,218028,270607
212549,199198,166581,324823,198659,124177
212550,272143,235715,199198,64329,198659
212551,35839,272143,234698,123909,336221
212552,272143,175040,199198,166581,218337
212553,272143,293050,293062,199198,31520
212554,123290,124352,123289,288620,8131
212555,272143,162655,224088,225623,181788
212556,199198,198659,64329,166581,324823
212557,288620,8131,324062,199118,341794
212558,272143,313431,156560,129029,182394
212559,124748,64329,199198,123290,123818
212560,336221,199198,234698,166581,324823
212561,62464,355142,286321,129434,208562
212562,336223,234698,208237,128260,59057
212563,199198,156560,202355,175040,166581
212564,65887,42484,42377,214549,283686
212565,64329,234698,166581,198659,162655
212566,158536,64329,160417,166581,272143
212567,202383,207731,208145,207469,224763
212568,160417,300470,272143,156560,199198
212569,25058,157770,64329,159034,160417
212570,9312,293668,38799,174679,42210
212571,199198,175040,336221,119193,162655
212572,160974,160417,158536,272143,199198
212573,272143,160417,218337,162655,270607
212574,123757,272143,133160,31836,183176
212575,272143,160417,218337,162655,199198
212576,284985,124350,293050,124177,123826
212577,272143,235715,199198,64329,198659
212578,160974,160417,158536,272143,199198
212579,272143,64329,198659,162655,224658
212580,199198,341794,336221,341287,343282
212581,272143,156560,199197,158536,64329
212582,64329,272143,324823,271262,65991
212583,234698,95716,235870,336223,272143
212584,181805,272143,64329,184374,224658
212585,272143,64329,58580,198659,182394
212586,64329,198659,156560,158536,166581
212587,64329,160417,272143,87231,162655
212588,272143,336223,336221,285377,64329
212589,199198,198659,64329,166581,324823
212590,272143,199198,175040,158536,162655
212591,64329,57757,199198,255802,162655
212592,206735,202534,225010,202372,272143
212593,199198,64329,198659,119534,162655
212594,336221,199198,64329,198659,168623
212595,272143,175040,166581,140528,162655
212596,199198,158536,336221,111043,336220
212597,64329,198659,199198,166581,324823
212598,199198,175040,162655,198659,96210
212599,288620,8131,324062,331487,307901
212600,272143,199198,158536,162655,218337
212601,62747,62568,96755,62603,62750
212602,272143,175040,199198,166581,218337
212603,198659,64329,96210,166581,288440
212604,198659,64329,199198,175040,288620
212605,272143,235715,199198,64329,198659
212606,59109,70129,100480,286688,105859
212607,111043,272143,233688,175040,348109
212608,272143,175040,199198,166581,218337
212609,199198,64329,272143,284985,59057
212610,272143,175040,199198,166581,218337
212611,336220,336245,234698,30088,59057
212612,198659,199198,64329,166581,324823
212613,160417,162655,218337,160974,64329
212614,80533,272143,234698,123909,336221
212615,237524,288620,8131,31836,324062
212616,298035,298032,299582,298030,299523
212617,160417,162655,156560,64329,156619
212618,64329,199198,156560,202493,202381
212619,31027,31023,31343,32486,32398
212620,284985,199198,64329,293301,198659
212621,198659,64329,162655,175040,96210
212622,297906,300923,300473,298035,298032
212623,48403,235652,119193,270799,95716
212624,272143,234698,123909,336221,96210
212625,159762,289126,285719,64329,257291
212626,85319,272143,234698,123909,336221
212627,160417,162655,218337,160974,64329
212628,64329,156560,198659,199198,162655
212629,336223,233688,272143,175040,114119
212630,64329,272143,199198,160417,166581
212631,272143,235715,199198,64329,198659
212632,234267,272143,235616,337192,235854
212633,160974,160417,158536,209122,156560
212634,180547,180538,178794,195360,183224
212635,64329,166581,198659,162655,324823
212636,64329,234698,288320,129434,95716
212637,272143,206785,175040,218337,158536
212638,158536,272143,87224,160417,293301
212639,272143,199198,166581,348112,324823
212640,298035,298032,299582,157332,298030
212641,64329,272143,199198,324823,166581
212642,64329,156560,198659,199198,162655
212643,64329,272143,166581,198659,293114
212644,272143,160940,199198,166581,158906
212645,355142,64329,355147,355140,355149
212646,292409,292966,288620,8131,293401
212647,123818,124228,123290,124352,123909
212648,292409,292966,293401,293536,292047
212649,208582,272143,235715,208981,199198
212650,175040,198659,162655,158536,31520
212651,272143,175040,199198,166581,218337
212652,272143,160417,218337,162655,199198
212653,64329,272143,199198,324823,166581
212654,199198,64329,160974,156560,158536
212655,272143,166581,182394,175040,224658
212656,272143,64329,336223,336380,133160
212657,198659,64329,124194,123289,175040
212658,101966,106852,106772,106889,106758
212659,272143,64329,224658,166581,198659
212660,123757,124350,123290,124352,124177
212661,272143,175040,199198,166581,218337
212662,160974,160417,158536,272143,199198
212663,199198,272143,157078,166581,324823
212664,272143,175040,348093,324823,199198
212665,272143,235715,199198,64329,198659
212666,183176,69463,202376,202388,288528
212667,199198,166581,162655,156560,175040
212668,123290,123818,124352,124177,272143
212669,199198,96210,166581,324823,336245
212670,272143,124350,160417,123757,162655
212671,202559,331116,272143,175040,270607
212672,199198,64329,198659,293062,270607
212673,272143,198659,182394,64329,224658
212674,336221,198659,119193,288620,8131
212675,162655,16129,225463,202557,276946
212676,156560,160417,160974,272143,64329
212677,272143,175040,199198,166581,218337
212678,160417,162655,218337,160974,64329
212679,270847,220484,220130,117702,297321
212680,272143,199198,64329,158536,336380
212681,272143,245161,331738,182394,50504
212682,64329,175040,198659,199198,156560
212683,270607,123289,199198,272143,124748
212684,96210,272143,336220,160417,235870
212685,158536,162655,160974,64329,218337
212686,20691,295972,336245,288440,160974
212687,160417,272143,162655,166581,199198
212688,160417,272143,162655,166581,199198
212689,123818,124352,158536,124177,123909
212690,336221,303565,20691,59057,95716
212691,20691,337441,336245,158536,272143
212692,199198,64329,198659,162655,175040
212693,298035,298032,299582,298030,299523
212694,272143,64329,158536,156560,160974
212695,202493,272143,202388,336476,235230
212696,160417,64329,160974,272143,156560
212697,234698,272143,159762,257291,286321
212698,272143,175040,199198,166581,218337
212699,71665,298035,298032,129029,299582
212700,199198,64329,336221,293301,336245
212701,123290,123818,272143,199198,123757
212702,272143,64329,162655,199198,160417
212703,199198,324823,337055,162655,337542
212704,160417,153905,357838,162655,156619
212705,199198,166581,293301,324823,156560
212706,272143,175040,236065,64329,202675
212707,64329,198659,199198,324823,175040
212708,293114,20691,272143,336245,64329
212709,336221,336220,48403,234698,289090
212710,95716,336223,235870,272143,235616
212711,272143,175040,199198,166581,218337
212712,199198,277491,234267,235616,336221
212713,64329,199198,324823,166581,198659
212714,272143,160417,218337,162655,199198
212715,298035,298032,299582,157332,298030
212716,315974,315914,27359,96604,96216
212717,158536,156560,160974,272143,199198
212718,271262,64329,58580,199198,96210
212719,336223,272143,29812,199198,256875
212720,272143,235715,199198,64329,198659
212721,338340,293062,158536,124176,160974
212722,118753,260642,32486,2136,272143
212723,64329,166581,175040,199197,162655
212724,336221,59057,95716,235870,272143
212725,272143,199198,59057,133160,336223
212726,199198,166581,156560,324823,199197
212727,336221,199198,215993,234006,156964
212728,207963,32082,161506,289090,64329
212729,233688,159762,128260,71601,168623
212730,159762,336221,289126,32082,285719
212731,199198,293513,336221,20691,166581
212732,162117,270424,162316,158546,159478
212733,124350,123290,124352,272143,123818
212734,123909,183176,285379,272143,160417
212735,272143,158536,160417,199198,308896
212736,158536,162655,160974,64329,218337
212737,48403,59057,20691,272143,119193
212738,202675,209294,207731,202557,202586
212739,162655,272143,156560,96755,166581
212740,123818,124177,124228,336220,123290
212741,272143,199198,175040,158536,162655
212742,156560,199197,272143,64329,160417
212743,272143,199198,124748,158536,123757
212744,64329,198659,166581,156560,175040
212745,96210,48403,336221,95716,199198
212746,36161,2303,36129,199198,272143
212747,162655,156560,293050,199198,218337
212748,272143,198659,182394,64329,224658
212749,64329,162655,156560,160974,272143
212750,199198,156560,64329,158536,183176
212751,175213,220102,189943,96210,336221
212752,331116,209236,64329,198659,199198
212753,123757,123818,123290,124352,124194
212754,272143,199198,175040,158536,50644
212755,59057,199198,336223,166581,293301
212756,87207,123289,87126,124194,10082
212757,158536,160974,331116,202355,156560
212758,198659,199198,64329,166581,324823
212759,158536,162655,160974,64329,218337
212760,160417,162655,218337,160974,64329
212761,272143,157478,95716,59057,156560
212762,199198,64329,198659,111043,119534
212763,160417,162655,218337,160974,64329
212764,272143,175040,166581,336221,235870
212765,160417,158536,300470,158082,16129
212766,272143,160417,218337,234698,175040
212767,64329,198659,166581,156560,175040
212768,64329,336221,199198,199197,160417
212769,199198,64329,198659,162655,175040
212770,199198,175040,324823,162655,156560
212771,198659,64329,166581,162655,175040
212772,272143,59057,128260,95716,336220
212773,272143,199198,64329,214709,235715
212774,341794,69463,343282,343150,341180
212775,199198,64329,198659,162655,175040
212776,160417,272143,199197,162655,156624
212777,199198,64329,34692,20691,166581
212778,199198,235870,95716,162655,175040
212779,64329,199198,166581,198659,156560
212780,158536,64329,293114,218337,123826
212781,272143,336245,288440,199198,293301
212782,198659,64329,293513,166581,162655
212783,198659,64329,162655,168623,175040
212784,285648,284547,285342,272143,64329
212785,199198,175040,20691,162655,198659
212786,64329,175040,162655,224658,324823
212787,64329,272143,199198,137758,160974
212788,96210,111043,202672,207731,183176
212789,272143,96210,288440,64329,336245
212790,64329,199198,198659,162655,156560
212791,124352,123818,124177,336221,123289
212792,293114,124749,64329,158536,160417
212793,87178,198659,199198,64329,166581
212794,336221,336223,199198,336220,234698
212795,272143,235715,199198,64329,198659
212796,273397,114059,272143,199198,69802
212797,64329,199198,324823,166581,198659
212798,211073,355212,213644,214243,213625
212799,64329,272143,199198,324823,166581
212800,272143,160974,218337,199198,156619
212801,272143,199198,175040,158536,255354
212802,162655,199198,156560,175040,218337
212803,272143,235715,199198,64329,198659
212804,272143,64329,224658,166581,59057
212805,199198,96210,128260,233688,166581
212806,272143,156560,160417,313431,199198
212807,272143,199198,166581,324823,175040
212808,283123,285648,215839,215770,216304
212809,336220,168623,128260,162655,218337
212810,124350,64329,199197,31836,288320
212811,293114,124177,284985,124350,64329
212812,272143,234698,123909,336221,96210
212813,198659,199198,64329,166581,324823
212814,162655,300470,16129,158536,162300
212815,272143,160974,64329,160417,245161
212816,272143,166581,182394,175040,224658
212817,158536,64329,162655,156560,272143
212818,158536,162655,156624,156619,64329
212819,336223,59057,158536,336221,29953
212820,160417,166581,156560,289090,175040
212821,156560,162655,218337,272143,160974
212822,159762,214800,160132,160417,162655
212823,162655,293050,156560,203179,199197
212824,144978,288620,8131,324062,31520
212825,331678,331263,42605,42157,42540
212826,160974,160417,158536,272143,199198
212827,283505,272143,64329,233688,224658
212828,64329,272143,199198,324823,166581
212829,198659,64329,288988,199198,286569
212830,64329,156560,199198,158536,160974
212831,272143,175040,199198,158536,198659
212832,128260,64329,199198,162655,119534
212833,64329,199198,198659,324823,313920
212834,234698,336220,95716,289090,59057
212835,160974,160417,158536,272143,199198
212836,288620,8131,324062,198659,293335
212837,272143,175040,199198,166581,218337
212838,199198,198659,182394,272143,175040
212839,160417,158536,156560,272143,199198
212840,64329,198659,166581,156560,175040
212841,3508,3975,2197,2475,3418
212842,272143,64329,198659,59057,158536
212843,162655,158536,199198,175040,199197
212844,198659,64329,162655,166581,224658
212845,272143,160417,218337,162655,199198
212846,199198,175040,166581,324823,156560
212847,199198,123290,124352,123818,124748
212848,64329,199198,324823,166581,198659
212849,123818,64329,123757,198659,162655
212850,313431,64329,156560,272143,123757
212851,199198,156560,175040,166581,160417
212852,284168,73341,285648,284547,285342
212853,272143,199198,166581,96210,160417
212854,271262,272143,20691,64329,272218
212855,285648,284547,285342,272143,64329
212856,272143,64329,198659,182394,224658
212857,158536,162655,160974,64329,218337
212858,160974,225463,162655,202557,16129
212859,160974,158536,162655,156560,64329
212860,272143,199198,64329,158536,234698
212861,272143,175040,199198,166581,218337
212862,288620,8131,324062,118282,119261
212863,95716,272143,235616,235870,300082
212864,272143,123289,124350,284422,293050
212865,272143,59057,234698,124176,96480
212866,336245,288440,183176,283505,215993
212867,64329,199198,199197,160417,158536
212868,159762,199198,289126,64329,159275
212869,156560,199198,64329,158536,160417
212870,272143,160417,218337,161602,162655
212871,336221,20691,64329,124350,289090
212872,158536,160417,64329,160974,162655
212873,64329,199198,324823,166581,61375
212874,336245,288440,64329,198659,166581
212875,199198,64329,198659,270607,162655
212876,284187,126418,293114,42181,168623
212877,336220,96210,272143,111043,235854
212878,64329,162655,272143,218337,160974
212879,199198,162655,175040,156560,198659
212880,160417,156560,149623,156624,162655
212881,160417,162655,218337,160974,64329
212882,64329,199198,198659,324823,166581
212883,336221,64329,199198,119193,234698
212884,272143,175040,199198,166581,218337
212885,165100,84979,277038,161227,161363
212886,162655,158536,160417,272143,175040
212887,293050,59057,111043,272143,215993
212888,199198,64329,166581,190511,356155
212889,96210,128260,272143,57616,95716
212890,199198,64329,198659,289090,162655
212891,166581,235870,224658,175040,324823
212892,20691,64329,199198,288440,276970
212893,64329,199197,199198,162655,288320
212894,272143,199198,175040,158536,162655
212895,160974,160417,158536,272143,199198
212896,272143,175040,199198,166581,218337
212897,272143,199198,175040,158536,111043
212898,64329,162655,156560,198659,199198
212899,64329,199198,198659,156560,162655
212900,272143,175040,199198,166581,218337
212901,64329,158536,272143,162655,218337
212902,234698,336221,336223,156964,95716
212903,272143,175040,199198,166581,218337
212904,160417,314263,64329,156560,313649
212905,145115,96210,145237,145060,145706
212906,158536,162655,160974,64329,218337
212907,15746,15063,15437,16934,17133
212908,293050,336380,31520,284985,162655
212909,336221,128260,235616,199198,168416
212910,272143,175040,166581,162655,198659
212911,202289,183176,207603,124749,69463
212912,272143,199198,166581,324823,218337
212913,158536,272143,160417,166581,199198
212914,272143,175040,199198,166581,218337
212915,36161,2303,36129,199198,272143
212916,20691,272143,235870,95716,235616
212917,158536,162655,160974,64329,218337
212918,272143,175040,199198,166581,218337
212919,64329,199198,158882,162655,183176
212920,336221,293114,199198,64329,284985
212921,137082,135852,134942,134796,217320
212922,283123,309475,309312,309203,309365
212923,199198,175040,162655,198659,324823
212924,64329,162655,199198,156560,160417
212925,199198,64329,198659,30190,32243
212926,338015,336928,336761,337354,285343
212927,20691,199198,64329,324823,166581
212928,336380,160417,272143,64329,160974
212929,199197,336221,64329,166581,59057
212930,272143,175040,199198,166581,218337
212931,158536,162655,160974,64329,218337
212932,234698,336223,199198,336220,156560
212933,160417,272143,64329,156619,160974
212934,199198,156560,158536,175040,166581
212935,69463,70591,70310,96210,202372
212936,58619,110907,111088,58521,209013
212937,272143,158536,162655,199198,175040
212938,158536,156560,237524,160974,124749
212939,272143,235715,199198,64329,198659
212940,298035,298032,299582,298030,299523
212941,64329,272143,199198,324823,166581
212942,272143,175040,199198,166581,218337
212943,64329,162655,156560,158536,198659
212944,64329,272143,199198,324823,166581
212945,159762,336223,272143,276946,214800
212946,162655,160974,160417,162300,156808
212947,123818,123290,124228,124352,272143
212948,272143,111043,162655,158536,166581
212949,272143,199198,182394,224658,324823
212950,270607,64329,245161,158882,272143
212951,158536,160974,156560,64329,272143
212952,31520,313920,83534,161227,161363
212953,272143,175040,233717,199198,166581
212954,272143,199198,182394,224658,324823
212955,272143,175040,199198,166581,218337
212956,199198,64329,198659,162655,175040
212957,272143,234698,123909,336221,96210
212958,64329,199198,198659,168623,162655
212959,119193,59057,31836,336221,270229
212960,272143,235715,199198,64329,198659
212961,336245,199198,156560,160417,166581
212962,272143,175040,162655,198659,158536
212963,111043,198659,64329,162655,336221
212964,160974,160417,158536,272143,199198
212965,124352,123757,123818,124748,124194
212966,158536,64329,218337,162655,156560
212967,198659,199198,64329,166581,324823
212968,198659,199198,64329,166581,324823
212969,64329,166581,144875,182394,199197
212970,160417,158536,272143,300470,156624
212971,64329,272143,199198,324823,166581
212972,133557,363982,16776,31189,30219
212973,272143,175040,199198,166581,218337
212974,158536,162655,160974,64329,218337
212975,124748,124177,124194,123909,124176
212976,64329,166581,199198,162655,156560
212977,158536,64329,218337,162655,156560
212978,199198,175040,166581,31520,324823
212979,272143,159762,233717,199198,124748
212980,168623,202675,207731,158536,272143
212981,160974,160417,158536,272143,199198
212982,198659,64329,162655,175040,128260
212983,362284,286321,95722,128260,363234
212984,162655,64329,272143,156619,160974
212985,272143,64329,224658,198659,162655
212986,160417,162655,218337,160974,64329
212987,235870,235616,199198,293301,162655
212988,224474,198659,64329,199198,175040
212989,158536,64329,218337,162655,156560
212990,207731,202675,207469,336380,31520
212991,95716,235616,336220,272143,48403
212992,199197,156560,206168,64329,237524
212993,272143,235715,199198,64329,198659
212994,272143,199198,158536,160417,175040
212995,199198,64329,166581,324823,336223
212996,313431,235230,156560,129029,187065
212997,156560,272143,162655,218337,59057
212998,272143,303565,162655,158536,160417
212999,64329,272143,69463,199198,206763
213000,338358,336578,300263,336796,41759
213001,199198,156560,64329,160974,160417
213002,162655,198659,324823,158536,156560
213003,199198,166581,162655,156560,175040
213004,336221,336223,289090,32082,234267
213005,306822,12113,42655,297906,237049
213006,160417,64329,218337,168623,156560
213007,160417,162655,218337,160974,64329
213008,64329,199198,156560,160417,160974
213009,20691,174300,199198,293513,64329
213010,336221,96210,234698,336220,272143
213011,293334,124749,336245,288440,338336
213012,233688,128260,313504,236613,96210
213013,158536,162655,160974,64329,218337
213014,199198,166581,162655,156560,175040
213015,202289,111043,206168,156560,160417
213016,272143,175040,199198,166581,218337
213017,234006,233688,111043,215993,160974
213018,245680,95716,244906,20691,245332
213019,234698,336223,59057,64329,235616
213020,199198,293513,133260,288620,8131
213021,73413,73271,105956,73287,106664
213022,354970,354982,68510,158536,272143
213023,209236,207963,208237,235616,207469
213024,272143,199198,162655,336221,158536
213025,272143,235715,199198,64329,198659
213026,95716,20691,235870,199198,64329
213027,208150,128260,111043,119534,181585
213028,25058,157770,64329,159034,160417
213029,338340,272143,175040,218337,158536
213030,199198,156560,175040,166581,160417
213031,272143,336221,96210,199197,284547
213032,158536,162655,160974,64329,218337
213033,288620,8131,324062,156828,161779
213034,158536,272143,162655,218337,156560
213035,292409,292966,308242,284018,342187
213036,198659,64329,166581,162655,175040
213037,162655,336380,337735,64329,199198
213038,272143,199198,158536,160417,175040
213039,124749,272143,338340,199198,96755
213040,198659,199198,297906,64329,166581
213041,272143,175040,199198,166581,218337
213042,199198,175040,162655,198659,324823
213043,96210,183176,59057,288440,64329
213044,198659,64329,166581,162655,175040
213045,298035,298032,299582,157332,298030
213046,272143,234698,123909,336221,96210
213047,272143,175040,199198,166581,218337
213048,272143,64329,336223,59057,198659
213049,272143,175040,199198,166581,218337
213050,124350,123290,123757,272143,124352
213051,64329,166581,336221,289090,59057
213052,272143,175040,199198,166581,218337
213053,64329,162655,166581,198659,160417
213054,272143,158536,199198,175040,156560
213055,277491,337192,235854,272143,234267
213056,64329,166581,162655,199197,324823
213057,199198,175040,198659,162655,156560
213058,199198,156560,336221,48403,59057
213059,271262,234698,303565,288620,8131
213060,158536,64329,160417,166581,272143
213061,64329,156560,199197,158536,162655
213062,208426,202383,202428,117846,205905
213063,123757,123290,124352,234698,235616
213064,283592,48972,160473,187432,270345
213065,199198,64329,198659,162655,175040
213066,336245,20691,199198,272143,159762
213067,199198,156560,160417,198659,123818
213068,272143,199198,270607,166581,324823
213069,272143,175040,218337,158536,160417
213070,298035,298032,299582,298030,299523
213071,14394,336221,199198,162655,277491
213072,123290,123818,123757,293050,124350
213073,338340,158948,123826,293301,137305
213074,272143,199198,64329,158536,293114
213075,272143,175040,166581,162655,224658
213076,199197,64329,313431,206168,206934
213077,272143,158536,160417,156624,162655
213078,336221,64329,234269,29953,198659
213079,199198,20691,156560,175040,158536
213080,160417,64329,162655,336223,95716
213081,25058,157770,64329,159034,160417
213082,208539,202559,336223,272143,175040
213083,124350,96210,124176,123909,288440
213084,199198,175040,166581,324823,156560
213085,272143,175040,199198,166581,218337
213086,199198,64329,166581,181957,324823
213087,160417,272143,199198,156560,348109
213088,64329,166581,182394,199197,338339
213089,64329,96210,199198,111043,293513
213090,160974,225463,162655,202557,16129
213091,336221,199198,156560,183176,336245
213092,123818,124748,123289,199198,64329
213093,162655,236171,199198,272143,300470
213094,202672,209294,272143,175040,199198
213095,272143,175040,199198,166581,218337
213096,292409,292966,111043,293401,183176
213097,288620,8131,324062,17344,19461
213098,272143,175040,199198,166581,218337
213099,123818,123290,124352,123289,124748
213100,336221,59057,156560,48403,257291
213101,272143,199198,175040,158536,162655
213102,199198,175040,166581,324823,156560
213103,199198,175040,166581,162655,324823
213104,162655,64329,158621,142948,199197
213105,272143,175040,199198,166581,218337
213106,199198,166581,175040,156560,162655
213107,96210,124177,123290,123818,272143
213108,160974,160417,158536,272143,199198
213109,199198,64329,198659,162655,175040
213110,199198,175040,166581,156560,324823
213111,64329,272143,199198,235715,224658
213112,31520,336380,124749,159177,20691
213113,199198,336220,324823,234267,87224
213114,64329,158536,160417,224658,199197
213115,176109,25281,272143,160417,218337
213116,272143,175040,199198,166581,218337
213117,272143,64329,198659,162655,124748
213118,64329,129434,162655,156560,32082
213119,64329,199198,198659,175040,324823
213120,160417,162655,156560,272143,70646
213121,199198,166581,336221,324823,128260
213122,160974,160417,158536,272143,199198
213123,272143,199198,175040,158536,162655
213124,206606,202675,202383,207024,209294
213125,199198,64329,71601,156560,198659
213126,158536,162655,160974,64329,218337
213127,199198,198659,64329,166581,324823
213128,199198,175040,162655,198659,324823
213129,198659,199198,64329,166581,324823
213130,199198,156560,175040,166581,160417
213131,160974,160417,158536,156560,348093
213132,64329,336220,199198,162655,156560
213133,336221,199198,234698,123818,95716
213134,162655,160417,300470,16129,218337
213135,20691,30088,293513,233688,4070
213136,272143,352979,39894,123757,160417
213137,123757,123290,124352,123289,199198
213138,272804,271887,272934,273203,220526
213139,48403,198659,31836,64329,133160
213140,272143,96210,166581,182394,175040
213141,158536,162655,160974,64329,218337
213142,271262,152242,156560,206763,313920
213143,272143,124748,336221,124350,336220
213144,336220,59057,289090,336223,199198
213145,199198,175040,166581,324823,156560
213146,199198,64329,166581,324823,199197
213147,198659,199198,64329,166581,324823
213148,199198,64329,156560,198659,175040
213149,64329,199198,162655,293114,336220
213150,198659,199198,64329,166581,324823
213151,272143,64329,224658,166581,233688
213152,124748,20691,124176,124228,129434
213153,199198,64329,198659,162655,175040
213154,64329,272143,160940,31836,284985
213155,59057,336221,48403,272143,64329
213156,336221,199198,218330,64329,166581
213157,336221,336220,234698,119193,160417
213158,199198,64329,336380,83534,198659
213159,336245,158536,233717,64329,162655
213160,160417,162655,218337,160974,64329
213161,160417,272143,162655,166581,199198
213162,182394,283505,272143,198659,64329
213163,64329,272143,199198,166581,158536
213164,272143,175040,199198,166581,218337
213165,336221,199198,64329,161602,235870
213166,272143,175040,199198,166581,218337
213167,288620,8131,324062,261277,17344
213168,124350,162655,199198,160417,156560
213169,272143,235715,199198,64329,198659
213170,272143,64329,338340,224658,166581
213171,10082,8793,8901,9027,129557
213172,96210,272143,124194,123757,199198
213173,166669,166268,166110,166714,164421
213174,272143,160417,199198,156619,160974
213175,64329,272143,199198,277107,289003
213176,160417,156560,272143,199198,160974
213177,156624,272143,199197,156619,158536
213178,272143,198659,182394,64329,224658
213179,160417,156560,149623,156624,162655
213180,160417,209236,162655,202381,156560
213181,29953,293301,234698,336221,163158
213182,166581,324823,162655,336245,288440
213183,272143,124350,158536,199198,277713
213184,272143,175040,199198,166581,218337
213185,199198,95716,124350,121834,15226
213186,64329,272143,158536,166581,160417
213187,105624,101813,101802,64329,272143
213188,96210,124350,20691,293114,124748
213189,199198,64329,124749,198659,313996
213190,338340,234698,119162,18532,39721
213191,158536,160974,272143,156560,64329
213192,272143,64329,224658,166581,198659
213193,158536,74806,74758,162655,160974
213194,272143,235870,336221,199198,64409
213195,285164,48403,272143,234698,123909
213196,64329,199198,162655,156560,166581
213197,20691,272143,175040,123757,158536
213198,158536,162655,156560,64329,156624
213199,288620,8131,324062,17344,19461
213200,51989,62669,138634,193866,192698
213201,64329,199198,162655,198659,156560
213202,235870,95716,20691,300082,336223
213203,330948,336245,288440,111043,235870
213204,298035,298032,299582,298030,299523
213205,160974,160417,158536,156560,158082
213206,199198,233688,156560,158536,166581
213207,123818,123290,124352,124228,272143
213208,198659,199198,64329,166581,324823
213209,123818,234698,124748,272143,123289
213210,64329,96210,288440,199198,166581
